Date,Open,High,Low,Close,Volume,"Daily Change %"
17-May-2022,1195.8,1210,1183.15,1198.2,4434968,0.20
17-May-2022,1190,1221,1156.95,1189.05,3474480,-0.08
13-May-2022,1228,1234.55,1195,1202.85,1892084,-2.05
12-May-2022,1209,1232.85,1197.05,1212.8,3110220,0.31
11-May-2022,1243,1265.65,1207.3,1224.45,3244609,-1.49
10-May-2022,1255,1271.45,1235,1242.3,2852416,-1.01
10-May-2022,1280,1280,1210,1261.15,5712061,-1.47
06-May-2022,1239.7,1299,1228.7,1290.75,5745203,4.12
05-May-2022,1232.85,1266.1,1222.15,1263.35,3563713,2.47
04-May-2022,1232.45,1243.95,1200,1212.8,2797667,-1.59
02-May-2022,1240,1249,1224.2,1231.2,2149957,-0.71
29-Apr-2022,1284,1284.8,1248.35,1259,3811317,-1.95
28-Apr-2022,1273.8,1284.4,1250.2,1271.3,2576887,-0.20
27-Apr-2022,1267.75,1274.5,1246.25,1261.25,2382463,-0.51
26-Apr-2022,1281.4,1285.7,1265,1275.45,2568317,-0.46
25-Apr-2022,1295,1297.95,1262.6,1270.4,2686619,-1.90
22-Apr-2022,1305,1324,1292.85,1306.5,1954666,0.11
21-Apr-2022,1313.9,1319,1297.45,1312.7,3728173,-0.09
20-Apr-2022,1305.4,1320.95,1295.75,1309.2,3025261,0.29
19-Apr-2022,1361.85,1361.85,1285.65,1301.2,2677360,-4.45
18-Apr-2022,1390,1390,1330.2,1344.55,3968044,-3.27
13-Apr-2022,1418.1,1428.7,1403.4,1410.45,1430399,-0.54
13-Apr-2022,1436.35,1441.6,1406.45,1415,2021088,-1.49
11-Apr-2022,1455.95,1462.35,1435.65,1449.2,3268704,-0.46
08-Apr-2022,1475,1483.4,1440,1448.75,5402943,-1.78
07-Apr-2022,1454,1474.65,1450.7,1468.55,3336784,1.00
06-Apr-2022,1482,1482,1454,1459.35,2627895,-1.53
05-Apr-2022,1508,1522.5,1480,1489.05,3207223,-1.26
04-Apr-2022,1487.1,1504.3,1483.65,1498.65,1675276,0.78
01-Apr-2022,1499,1502.65,1475.45,1487.1,2537230,-0.79
31-Mar-2022,1496.3,1509.6,1487.2,1499.45,2036984,0.21
30-Mar-2022,1534.3,1534.3,1485,1496.3,3792481,-2.48
29-Mar-2022,1537,1539.55,1519.1,1522.35,2311150,-0.95
28-Mar-2022,1534,1538.95,1516.55,1524.45,1928306,-0.62
25-Mar-2022,1571,1574.95,1522.4,1530.55,1755511,-2.57
24-Mar-2022,1530.15,1571.95,1530.15,1568.55,2085571,2.51
23-Mar-2022,1550,1561.7,1529.2,1542.15,3741783,-0.51
22-Mar-2022,1486.9,1543.95,1475.05,1538.2,3030660,3.45
21-Mar-2022,1495,1520,1476.2,1479.8,2110200,-1.02
17-Mar-2022,1505,1509.95,1487,1493.5,2346185,-0.76
16-Mar-2022,1475.2,1494.5,1468.4,1489.9,1453944,1.00
15-Mar-2022,1514,1515,1448,1458.6,2188506,-3.66
14-Mar-2022,1487,1508.9,1487,1503,1372791,1.08
11-Mar-2022,1476,1491.85,1472.5,1486.8,1116432,0.73
10-Mar-2022,1525,1525.95,1474.5,1485.35,2835942,-2.60
09-Mar-2022,1461.95,1511,1461.95,1504.75,3667977,2.93
08-Mar-2022,1420,1466.9,1420,1461.95,2365949,2.95
07-Mar-2022,1428,1464,1411.05,1424.1,3341715,-0.27
04-Mar-2022,1415,1460,1398.5,1453.6,3567738,2.73
03-Mar-2022,1409.8,1443.6,1405.15,1426.65,2730530,1.20
02-Mar-2022,1400,1420.7,1382.75,1394.35,2160190,-0.40
28-Feb-2022,1380,1419.85,1363.25,1410,4983140,2.17
25-Feb-2022,1355,1400,1350.1,1389.7,1885454,2.56
24-Feb-2022,1370.5,1400,1330,1333,4108603,-2.74
23-Feb-2022,1422,1424.95,1409.2,1413.3,1319711,-0.61
22-Feb-2022,1380.5,1420.7,1375,1412.55,2111878,2.32
21-Feb-2022,1427.15,1440,1410.1,1418.2,2109461,-0.63
18-Feb-2022,1438.45,1445,1417.1,1437.95,2374188,-0.03
17-Feb-2022,1461.45,1461.45,1440.25,1447.55,1669669,-0.95
16-Feb-2022,1450.5,1463.95,1428.85,1444,2164650,-0.45
15-Feb-2022,1404.05,1442.6,1395.05,1439.65,1955525,2.54
14-Feb-2022,1390,1418.8,1371,1390.15,2149302,0.01
11-Feb-2022,1449.85,1449.95,1421,1424.9,2426039,-1.72
10-Feb-2022,1465,1472,1450.3,1468.5,1850405,0.24
09-Feb-2022,1440.05,1470.95,1440.05,1454.8,2282701,1.02
08-Feb-2022,1446.5,1456.15,1420.2,1434.2,1981111,-0.85
07-Feb-2022,1450,1465.75,1434,1444.3,2741520,-0.39
04-Feb-2022,1464,1464.95,1435,1448.2,2406272,-1.08
03-Feb-2022,1478.9,1479.8,1449.1,1454.3,2433692,-1.66
02-Feb-2022,1479.9,1490,1443,1482.95,9031146,0.21
01-Feb-2022,1504,1514.95,1475,1505.75,2542754,0.12
31-Jan-2022,1437,1487.6,1431.5,1479,4406035,2.92
31-Jan-2022,1446,1482.9,1406.25,1410.65,7080683,-2.44
27-Jan-2022,1484.5,1484.5,1430,1445.6,4434890,-2.62
25-Jan-2022,1499,1527.65,1465,1500.6,3910618,0.11
24-Jan-2022,1588,1588,1501.95,1513.15,3250275,-4.71
21-Jan-2022,1650,1653,1588.85,1593.55,4079190,-3.42
20-Jan-2022,1670.1,1673.2,1643.55,1666.9,2440011,-0.19
19-Jan-2022,1663.1,1676.6,1627.55,1670.1,2610709,0.42
18-Jan-2022,1740,1746.55,1650.05,1660.75,4878369,-4.55
17-Jan-2022,1732.95,1751,1720,1722.4,2522806,-0.61
14-Jan-2022,1714.5,1746.8,1696.5,1737.75,1889385,1.36
13-Jan-2022,1730,1748.9,1701.8,1718.8,2768371,-0.65
12-Jan-2022,1754,1755,1721,1730.45,3013194,-1.34
11-Jan-2022,1705,1745,1705,1737.15,2704832,1.89
10-Jan-2022,1719,1725,1687.5,1716,2330348,-0.17
07-Jan-2022,1702,1724.55,1695.1,1703.85,2103362,0.11
06-Jan-2022,1725,1728.85,1690,1692.1,4290750,-1.91
05-Jan-2022,1779.95,1782.95,1733,1737.55,3138050,-2.38
04-Jan-2022,1793,1803.8,1767,1789.8,2701533,-0.18
03-Jan-2022,1795.05,1818,1783,1784.8,1779147,-0.57
31-Dec-2021,1800.2,1813,1783.45,1790.55,2378048,-0.54
31-Dec-2021,1787,1838,1786,1799.95,4650594,0.72
29-Dec-2021,1800.5,1821,1782.75,1786.85,1902921,-0.76
28-Dec-2021,1785,1823,1776.1,1806.1,3605483,1.18
28-Dec-2021,1724.5,1792,1703.65,1785,4512000,3.51
24-Dec-2021,1683.35,1735.2,1680.35,1723.8,3343946,2.40
24-Dec-2021,1670,1691.1,1664.15,1683.8,1715034,0.83
22-Dec-2021,1645,1661.7,1631.75,1659.75,1656110,0.90
21-Dec-2021,1605.5,1655.3,1605.5,1632.95,2237445,1.71
20-Dec-2021,1635,1638.35,1576.6,1598.05,2233189,-2.26
17-Dec-2021,1669.2,1675,1626.9,1642.85,3405084,-1.58
16-Dec-2021,1649,1667.65,1642.2,1652.65,2225836,0.22
15-Dec-2021,1639,1646.3,1615.9,1641.6,1622068,0.16
14-Dec-2021,1640,1665,1625.65,1642.7,2725454,0.16
13-Dec-2021,1605,1655.5,1597.45,1638.15,3163063,2.07
10-Dec-2021,1611,1611.2,1578.55,1602.65,1776362,-0.52
09-Dec-2021,1593,1620,1585,1611.2,1947954,1.14
08-Dec-2021,1582.65,1614.8,1582.05,1604.8,1604565,1.40
07-Dec-2021,1564,1581.35,1536,1576.65,1758254,0.81
06-Dec-2021,1606,1619.55,1546.85,1551.75,2911781,-3.38
03-Dec-2021,1625,1638.25,1589.7,1593.3,2400296,-1.95
02-Dec-2021,1590,1632.5,1580,1629.65,2664202,2.49
01-Dec-2021,1550,1594.4,1550,1587.6,2761193,2.43
30-Nov-2021,1529,1594.45,1526.5,1541.45,5662900,0.81
29-Nov-2021,1515,1545.5,1479.4,1536.65,1995524,1.43
26-Nov-2021,1544,1550,1510.15,1527.4,1522173,-1.08
25-Nov-2021,1531,1564.8,1530.05,1559.35,1557493,1.85
24-Nov-2021,1568.8,1569.9,1530,1538.1,1644163,-1.96
23-Nov-2021,1522,1564.45,1506.3,1560.55,1823592,2.53
22-Nov-2021,1581.8,1581.8,1520,1541.3,1951782,-2.56
18-Nov-2021,1620.2,1624.75,1559.5,1567.75,2938804,-3.24
17-Nov-2021,1598.5,1625,1595,1618.45,2304359,1.25
16-Nov-2021,1585.1,1605,1576,1599.9,2864344,0.93
15-Nov-2021,1585,1601.5,1573.35,1579.15,2448280,-0.37
12-Nov-2021,1538.5,1589.45,1531.3,1585,3713868,3.02
11-Nov-2021,1560,1560,1515,1521.95,3027565,-2.44
10-Nov-2021,1555.95,1573.35,1546.55,1566.6,1299996,0.68
09-Nov-2021,1561,1572,1553,1559.2,2061369,-0.12
08-Nov-2021,1508,1562.8,1504.3,1556.2,3050392,3.20
04-Nov-2021,1509,1515,1501,1505.85,166444,-0.21
03-Nov-2021,1498,1537.7,1493.6,1498.55,2697346,0.04
02-Nov-2021,1522.25,1522.95,1488.05,1490.6,2041689,-2.08
01-Nov-2021,1490,1529.9,1487.05,1522.15,2271900,2.16
01-Nov-2021,1375,1384,1364.8,1371.25,2661824,-0.27
01-Nov-2021,1527.35,1542.75,1467.8,1477.85,3795495,-3.24
28-Oct-2021,1578,1582.85,1526,1533.3,3054565,-2.83
27-Oct-2021,1561.85,1587.1,1527.5,1567.85,3624131,0.38
26-Oct-2021,1571.9,1630,1543,1563.3,16978043,-0.55
25-Oct-2021,1531,1535,1483.8,1524.1,3890467,-0.45
22-Oct-2021,1531,1561.95,1483.75,1517.45,5223521,-0.89
21-Oct-2021,1546.15,1546.15,1476.05,1524.25,4261416,-1.42
20-Oct-2021,1544,1576.5,1515.8,1539.3,5159270,-0.30
19-Oct-2021,1498,1569.8,1477.05,1539.1,8645334,2.74
18-Oct-2021,1420,1486.95,1420,1479.65,3579606,4.20
14-Oct-2021,1432,1459.6,1410.5,1430.8,4328124,-0.08
13-Oct-2021,1386.9,1410,1377,1402.15,1738985,1.10
12-Oct-2021,1399,1402.85,1361,1374.45,2965629,-1.75
11-Oct-2021,1420,1434.45,1385.6,1400.2,3073366,-1.39
08-Oct-2021,1418.5,1447,1418.5,1439.95,2665924,1.51
07-Oct-2021,1397.95,1423.3,1375.65,1417.2,1956325,1.38
06-Oct-2021,1422.9,1426.9,1379.95,1385.65,2769341,-2.62
05-Oct-2021,1399.1,1421,1381,1413.05,2481825,1.00
04-Oct-2021,1371.25,1371.25,1371.25,1371.25,597003,0.00
04-Oct-2021,1384.7,1405.55,1372.05,1399.05,2538936,1.04
30-Sep-2021,1388,1402.65,1377,1380.6,3856630,-0.53
29-Sep-2021,1400,1408.95,1372.75,1395.35,7948104,-0.33
28-Sep-2021,1464.4,1465,1408.4,1414.05,3995669,-3.44
27-Sep-2021,1523,1525,1459.2,1464.4,2728552,-3.85
24-Sep-2021,1530,1547.85,1511.05,1514.75,3592146,-1.00
23-Sep-2021,1525.1,1531,1504,1521.5,2015302,-0.24
22-Sep-2021,1464,1527.9,1456.5,1513.6,5145820,3.39
21-Sep-2021,1439,1466.45,1420.4,1461.7,1713705,1.58
20-Sep-2021,1440,1493.15,1426.35,1431.3,2526342,-0.60
17-Sep-2021,1451,1472,1436.6,1451.55,2861623,0.04
16-Sep-2021,1464.85,1469,1440,1448.35,1800078,-1.13
15-Sep-2021,1442.1,1480,1437.95,1464.85,2410087,1.58
14-Sep-2021,1435,1457,1429.5,1452.05,1554999,1.19
13-Sep-2021,1436,1439.8,1420.35,1429.5,1937241,-0.45
09-Sep-2021,1425.6,1437.9,1414,1433.25,2303457,0.54
08-Sep-2021,1440.2,1442.35,1419.85,1427.85,2256454,-0.86
07-Sep-2021,1468.95,1472.9,1432.3,1435.2,1940043,-2.30
06-Sep-2021,1448,1467.9,1436.1,1461.15,1801171,0.91
03-Sep-2021,1444,1449.7,1425.1,1441.95,1919590,-0.14
02-Sep-2021,1436,1452.55,1421.2,1437.8,3860958,0.13
01-Sep-2021,1450,1468.25,1427.5,1436.3,1829925,-0.94
31-Aug-2021,1424.8,1454,1406.95,1447.65,6392991,1.60
30-Aug-2021,1450,1455,1415.9,1419.2,2742699,-2.12
27-Aug-2021,1449.85,1457.1,1431.2,1445.4,3097939,-0.31
26-Aug-2021,1459.8,1466.75,1444,1449.5,1993944,-0.71
25-Aug-2021,1463,1478,1450,1463.1,3105863,0.01
24-Aug-2021,1421.9,1467,1420,1463.35,5366923,2.92
23-Aug-2021,1415.45,1442.95,1409,1416,3987240,0.04
20-Aug-2021,1370.65,1420,1370.65,1399.2,4051399,2.08
18-Aug-2021,1418,1425,1404.25,1412.5,2939739,-0.39
17-Aug-2021,1372,1428.8,1370.5,1413.7,8042970,3.04
16-Aug-2021,1381.95,1399.95,1360.25,1367.85,2912430,-1.02
13-Aug-2021,1380.1,1390,1365.9,1383.15,4760344,0.22
12-Aug-2021,1323,1394.8,1317.75,1386.55,8613315,4.80
11-Aug-2021,1323.05,1326.75,1298.35,1323.6,3430349,0.04
10-Aug-2021,1288,1329.7,1282.4,1323.05,6314469,2.72
09-Aug-2021,1290.4,1306.8,1266,1287.45,6585101,-0.23
06-Aug-2021,1252,1273,1243.05,1264.6,3894726,1.01
05-Aug-2021,1217.05,1254,1217,1248.2,5790873,2.56
04-Aug-2021,1225.2,1230.4,1213.7,1216.5,1938175,-0.71
03-Aug-2021,1211,1230,1210,1226.25,2603616,1.26
02-Aug-2021,1210,1214,1195.55,1210.7,2385223,0.06
30-Jul-2021,1185,1237.3,1175,1209.55,20425030,2.07
29-Jul-2021,1128.7,1141.35,1115.1,1127.8,3821405,-0.08
28-Jul-2021,1124,1130.7,1106.5,1119.55,2533035,-0.40
27-Jul-2021,1120.2,1127.7,1104.05,1120.85,1397105,0.06
26-Jul-2021,1131,1138.55,1116.55,1120.2,984581,-0.95
23-Jul-2021,1123.95,1141.5,1115.1,1131,2840803,0.63
22-Jul-2021,1080,1152.5,1080,1148.6,7309727,6.35
20-Jul-2021,1095.95,1102.2,1084.9,1087.2,1230858,-0.80
19-Jul-2021,1088,1110.45,1086.1,1094.2,1409001,0.57
16-Jul-2021,1112.4,1118.3,1083.05,1103.15,2323939,-0.83
15-Jul-2021,1078,1119.7,1076.4,1112.45,5922995,3.20
14-Jul-2021,1054,1080,1048,1078.5,3173326,2.32
13-Jul-2021,1062,1062,1048,1050.15,1908081,-1.12
12-Jul-2021,1057,1058.7,1046.1,1056.6,3224820,-0.04
09-Jul-2021,1055.2,1068.8,1049,1051.75,1889035,-0.33
08-Jul-2021,1049,1063.4,1045,1060.15,2171947,1.06
07-Jul-2021,1049.55,1059.5,1030.1,1045.9,3713891,-0.35
06-Jul-2021,1074.65,1074.65,1047.75,1049.55,3865594,-2.34
05-Jul-2021,1093,1094.95,1071.2,1074.65,2597359,-1.68
02-Jul-2021,1087,1097.5,1075,1089.4,1669409,0.22
01-Jul-2021,1096,1099.35,1081,1085.15,1459518,-0.99
30-Jun-2021,1088.2,1105,1083.3,1095.45,1917370,0.67
29-Jun-2021,1109,1109.4,1083,1088.15,2956332,-1.88
28-Jun-2021,1091,1108,1081.1,1105.1,2143755,1.29
25-Jun-2021,1087.4,1103.2,1077,1089.5,3200049,0.19
24-Jun-2021,1056.55,1082.3,1052.5,1080,3617010,2.22
23-Jun-2021,1060,1062.3,1038.45,1056.45,4130539,-0.33
22-Jun-2021,1061.05,1072,1053.7,1057.2,2437289,-0.36
21-Jun-2021,1059,1070.05,1055,1062.9,1074790,0.37
18-Jun-2021,1089.5,1091.6,1055,1070.7,4396398,-1.73
17-Jun-2021,1059.95,1084.7,1057.05,1080.25,3161931,1.92
16-Jun-2021,1070,1077.95,1055,1069.15,1881596,-0.08
15-Jun-2021,1069.25,1093,1061.65,1066.85,3484298,-0.22
14-Jun-2021,1073,1079.35,1058,1069.25,2757666,-0.35
11-Jun-2021,1064.9,1082.4,1054.9,1073,4988857,0.76
10-Jun-2021,1059.7,1074,1056.5,1064.9,3934077,0.49
09-Jun-2021,1057.75,1064.45,1046.2,1052.25,2163655,-0.52
08-Jun-2021,1039,1060.9,1037.05,1057.75,4517995,1.80
07-Jun-2021,1024.95,1038.95,1019.45,1034.4,1745475,0.92
04-Jun-2021,1019.55,1026.95,1011,1019.2,2315912,-0.03
03-Jun-2021,1016.95,1020.75,1007,1014.35,2024676,-0.26
02-Jun-2021,1020.2,1024.7,994,1016.95,5252186,-0.32
01-Jun-2021,1024.7,1032,1013.35,1030.5,1262702,0.57
31-May-2021,1025,1032,1013,1021.65,1801746,-0.33
28-May-2021,1020,1033,1012.6,1026.25,1839013,0.61
27-May-2021,1007,1032,1006.9,1019.8,6393813,1.27
26-May-2021,995.65,1012,993,1007.8,2013788,1.22
25-May-2021,990.05,1001.7,983.8,992.65,2719646,0.26
24-May-2021,979.8,994,975.1,983.7,1830838,0.40
21-May-2021,976.95,986,971.85,980.5,1534262,0.36
20-May-2021,984.8,984.8,965.2,973.1,1769194,-1.19
19-May-2021,969,986.3,962.6,977.65,2152740,0.89
18-May-2021,960.35,979,957.05,970.75,2000985,1.08
17-May-2021,954,957.95,943,953.35,2281200,-0.07
14-May-2021,963,966.45,941.4,952.2,2090820,-1.12
12-May-2021,977,977,950.4,962.35,3070622,-1.50
11-May-2021,984,986.95,970.5,977.05,2029457,-0.71
10-May-2021,985,992.65,973.1,990.5,2036101,0.56
07-May-2021,980,984.25,972.1,980.95,2002597,0.10
06-May-2021,965,984.7,957.85,977.95,4620827,1.34
05-May-2021,972.6,972.6,953.75,960.4,3041045,-1.25
04-May-2021,964,969.9,955.6,960.4,4064221,-0.37
03-May-2021,960,965,955,957.7,3506839,-0.24
30-Apr-2021,973.8,976.9,955.4,960.4,3129105,-1.38
29-Apr-2021,985,985,970.55,976.9,2747579,-0.82
28-Apr-2021,975,980,968,977.4,2968625,0.25
27-Apr-2021,962.7,987.6,944.15,969.25,10497935,0.68
26-Apr-2021,951,970,937,962.2,5053998,1.18
23-Apr-2021,966.5,970.95,945.4,950.2,3916517,-1.69
22-Apr-2021,973.6,985.5,960.65,967.8,5085190,-0.60
20-Apr-2021,996,1007.5,973.35,983.4,4028636,-1.27
19-Apr-2021,999.1,1009.4,983.3,1000.1,2777425,0.10
16-Apr-2021,998,1013.5,996,1010.3,2660763,1.23
15-Apr-2021,1001.85,1007.8,970.3,993.15,4373215,-0.87
13-Apr-2021,1045,1050.25,983,1001.85,6448995,-4.13
12-Apr-2021,1051,1059.05,1016.8,1039.85,7896295,-1.06
09-Apr-2021,1028.95,1056.8,1016.55,1053,6029994,2.34
08-Apr-2021,1008,1049.85,1005,1029,6737118,2.08
07-Apr-2021,992,1005.65,982.1,1002.4,2974419,1.05
06-Apr-2021,1006,1008,988.55,991.35,2395572,-1.46
05-Apr-2021,992,1007.2,978.2,997.7,5118272,0.57
01-Apr-2021,1000,1007.8,986,992.15,3555291,-0.79
31-Mar-2021,1023,1023,989.2,991.45,3780505,-3.08
30-Mar-2021,991.5,1019.8,991.5,1016.9,4303081,2.56
26-Mar-2021,977.9,997.8,977,991,2761824,1.34
25-Mar-2021,992.7,996.9,964.1,968.7,3654840,-2.42
24-Mar-2021,1003.75,1013.35,987.25,992.15,2749823,-1.16
23-Mar-2021,1013.55,1021.5,1000.55,1013.85,3782337,0.03
22-Mar-2021,989.9,1017.4,978.3,1013.55,3873143,2.39
19-Mar-2021,992,1000.75,975.15,989.45,6208000,-0.26
18-Mar-2021,1034,1035,978.6,996.2,3738712,-3.66
17-Mar-2021,1024,1043.2,1015.6,1020.05,3477295,-0.39
16-Mar-2021,1032,1045,1021.1,1026.55,4797715,-0.53
15-Mar-2021,1005,1029.95,1002,1026.65,5203151,2.15
12-Mar-2021,1000,1024.6,996.15,1003.25,4674919,0.33
10-Mar-2021,1002,1016.8,993,1008.75,5268496,0.67
09-Mar-2021,973,998.5,961.55,988.15,2814747,1.56
08-Mar-2021,963,980,962,968.5,2880739,0.57
05-Mar-2021,965.2,980.9,957,959.7,2618145,-0.57
04-Mar-2021,960,994.7,955.6,968.05,5134954,0.84
03-Mar-2021,972.2,980.2,961.45,976,3203532,0.39
02-Mar-2021,944.5,971,942,967.1,3703190,2.39
01-Mar-2021,935.45,957,926.35,936,3429569,0.06
26-Feb-2021,945,948.85,915,918.85,5254937,-2.77
25-Feb-2021,964,969,952.25,957.8,3682791,-0.64
24-Feb-2021,950,963.9,936.65,960.05,1686531,1.06
23-Feb-2021,952,962.75,931,945.75,4120032,-0.66
22-Feb-2021,998.95,1011,941.9,950.7,5946290,-4.83
19-Feb-2021,1013.65,1019.2,972.65,993.95,4357699,-1.94
18-Feb-2021,982,1015.5,981.5,1010.6,6742595,2.91
17-Feb-2021,989,996.6,971.4,980.45,2227724,-0.86
16-Feb-2021,990,1000,973.5,986.8,3912433,-0.32
15-Feb-2021,996,996,977.5,979.2,2487825,-1.69
12-Feb-2021,990,1009,986.25,991.2,5863879,0.12
11-Feb-2021,975,988.65,972.85,985.6,2070435,1.09
10-Feb-2021,975.5,980.25,957.6,974.9,2776301,-0.06
09-Feb-2021,978.6,999.8,967.25,975.1,3086774,-0.36
08-Feb-2021,969.8,993,960.55,982.55,3713579,1.31
05-Feb-2021,972.35,980.85,950.05,959.4,3077720,-1.33
04-Feb-2021,987.95,988,964.3,969.2,4232910,-1.90
03-Feb-2021,965,1000,960.1,981.45,5640121,1.70
02-Feb-2021,955,972.9,937.5,957.2,4971530,0.23
01-Feb-2021,961.9,961.9,921.15,941.75,6321189,-2.09
29-Jan-2021,990.1,995.9,956,961.4,4425911,-2.90
28-Jan-2021,990,990,965,981.6,4274190,-0.85
27-Jan-2021,978,1004.9,973.65,997.1,6975618,1.95
25-Jan-2021,985.85,997.9,962.2,972.05,2751784,-1.40
22-Jan-2021,1004.7,1005,975,980.85,3922421,-2.37
21-Jan-2021,1026,1033.35,994.5,1004.7,3911527,-2.08
20-Jan-2021,997,1023.4,997,1019.45,4687853,2.25
19-Jan-2021,1006.6,1008.45,987.2,992.5,4416027,-1.40
18-Jan-2021,998,1013.8,991.95,998.25,4659705,0.03
15-Jan-2021,1049.5,1062.8,1002.65,1007.3,6063896,-4.02
14-Jan-2021,1064,1064,1030,1052.6,4765344,-1.07
13-Jan-2021,1074,1078.75,1050.05,1069.65,4671772,-0.41
12-Jan-2021,1077.6,1077.65,1053,1064.2,4257926,-1.24
11-Jan-2021,1062.1,1081.55,1040.5,1077.6,6488791,1.46
08-Jan-2021,1007.75,1060,1005.45,1051.1,9279370,4.30
07-Jan-2021,1005.5,1010,988.6,994.75,3354950,-1.07
06-Jan-2021,1004,1026,983.35,997.15,4677359,-0.68
05-Jan-2021,1002.5,1007.95,991.3,1003.85,4040321,0.13
04-Jan-2021,980.6,1005,975,1001.95,3515825,2.18
01-Jan-2021,976,981.2,971.2,977.95,1268291,0.20
31-Dec-2020,981.95,986.4,968.7,973.2,2859399,-0.89
30-Dec-2020,970,985,967.8,983.25,6389605,1.37
29-Dec-2020,948,968.25,943.85,965.65,4392641,1.86
28-Dec-2020,947.25,956.45,944.25,947.1,1870669,-0.02
24-Dec-2020,951,956,934.8,947.25,2510775,-0.39
23-Dec-2020,946.55,959.75,941,948.15,5456681,0.17
22-Dec-2020,910,948.9,903.2,944.65,5537682,3.81
21-Dec-2020,928.15,944.65,890,906.85,4187948,-2.29
18-Dec-2020,935,947,928.3,933.8,5563979,-0.13
17-Dec-2020,921.55,932.75,912.4,930.1,2706570,0.93
16-Dec-2020,935,935,917,921.55,2799394,-1.44
15-Dec-2020,900.35,928.65,898.45,927.05,3490143,2.97
14-Dec-2020,924,924.25,906.05,909.4,3239051,-1.58
11-Dec-2020,922.2,931,916.45,919.4,2398423,-0.30
10-Dec-2020,925,932.6,917.1,927.3,2608358,0.25
09-Dec-2020,938,939.7,925.9,929.5,4157078,-0.91
08-Dec-2020,945,947.2,922.7,932.3,4399638,-1.34
07-Dec-2020,915.5,950.85,914,944.3,3973325,3.15
04-Dec-2020,915,929.3,907.05,923.1,4302626,0.89
03-Dec-2020,913,920.6,902.95,915.15,5705020,0.24
02-Dec-2020,897.05,912.5,887.2,908.7,5516684,1.30
01-Dec-2020,900,914.15,871.65,907.3,5821698,0.81
27-Nov-2020,864,885.95,855.3,876.85,16482729,1.49
26-Nov-2020,866.5,867.95,846.7,857.05,5169423,-1.09
25-Nov-2020,875,880,855.25,862.25,4445185,-1.46
24-Nov-2020,870,890,864.3,877.65,7068121,0.88
23-Nov-2020,838,869.4,836.75,865.75,6251814,3.31
20-Nov-2020,829,844.95,826.4,837.55,6063818,1.03
19-Nov-2020,833,849,820,822.9,5593368,-1.21
18-Nov-2020,844,844.9,830.15,836.1,2772377,-0.94
17-Nov-2020,848.55,856.5,830.9,845.25,3635434,-0.39
14-Nov-2020,844,844.95,837.95,840.15,214282,-0.46
13-Nov-2020,838,845.7,833.35,838.85,2839192,0.10
12-Nov-2020,837,848,834.55,843.25,3150886,0.75
11-Nov-2020,820,840.65,812.45,837.5,5387431,2.13
10-Nov-2020,872,872,819.1,821.3,6889383,-5.81
09-Nov-2020,859,877,855.25,872.75,4297119,1.60
06-Nov-2020,835,854,824.1,851.15,4123331,1.93
05-Nov-2020,836,849.7,833.75,840.7,4269675,0.56
04-Nov-2020,816,836,812.6,826.85,5017595,1.33
03-Nov-2020,821,825,804.3,808.1,4599741,-1.57
02-Nov-2020,821.4,824.8,809.4,814.65,4433983,-0.82
30-Oct-2020,806.7,818.65,802.7,813.3,6189611,0.82
29-Oct-2020,790,809.4,781.85,804.25,6477349,1.80
28-Oct-2020,830,836.45,801,804.3,6829430,-3.10
27-Oct-2020,826.4,833.75,816,828.65,5479547,0.27
26-Oct-2020,830,854.7,814,819.25,9770664,-1.30
23-Oct-2020,840,857.45,833.55,848.25,7356768,0.98
22-Oct-2020,844.85,853.9,828.8,837.45,3962662,-0.88
21-Oct-2020,851.1,857.2,833.95,845.9,4818496,-0.61
20-Oct-2020,820.6,852.9,819.6,849.85,7382532,3.56
19-Oct-2020,828,836.6,817.6,824.15,4558879,-0.46
16-Oct-2020,813.2,828.3,798.8,822.75,7978997,1.17
15-Oct-2020,853,858.35,806.7,812.4,8893099,-4.76
14-Oct-2020,869,873.8,845.6,848.85,5346619,-2.32
13-Oct-2020,856.9,879.9,851,868.2,7327536,1.32
12-Oct-2020,861,864.8,848.4,856.9,3343240,-0.48
09-Oct-2020,860.5,862.45,845.25,854.15,5306816,-0.74
08-Oct-2020,862,887.55,857.65,860.3,11398850,-0.20
07-Oct-2020,847,848.15,837.25,846.35,3943818,-0.08
06-Oct-2020,854.95,854.95,832.5,847.4,4902536,-0.88
05-Oct-2020,822.55,850.95,821.85,841.25,8551126,2.27
01-Oct-2020,798.2,825.35,797.85,822.5,10104769,3.04
30-Sep-2020,773,794.8,765.65,791.75,5433724,2.43
29-Sep-2020,785,790,764,768.15,7041880,-2.15
28-Sep-2020,779.35,784.4,772,779.4,3604523,0.01
25-Sep-2020,755.05,777.35,748.65,772.35,6986586,2.29
24-Sep-2020,787.95,787.95,747.55,751.85,5929194,-4.58
23-Sep-2020,812.45,812.45,783.1,793.05,6091530,-2.39
22-Sep-2020,793,811,772,800.45,9053627,0.94
21-Sep-2020,807,830,784.3,787.25,10789252,-2.45
18-Sep-2020,793,808.8,788,804.65,6281494,1.47
17-Sep-2020,788,811.45,781.3,786.95,7591229,-0.13
16-Sep-2020,792,794.25,784,792,4279453,0.00
15-Sep-2020,790.75,803.1,775,791.15,6339804,0.05
14-Sep-2020,770.15,796.6,770,790.75,9022087,2.67
