Date,Open,High,Low,Close,Volume,"Daily Change %"
11-Sep-2020,749.4,770.6,747.5,765.15,4918291,2.10
10-Sep-2020,756.65,758.4,739.3,750,3737568,-0.88
09-Sep-2020,751.95,759.95,744.7,753.35,3038406,0.19
08-Sep-2020,748.5,769,745,752.25,5237384,0.50
07-Sep-2020,749.7,751.9,734.05,747.1,3367905,-0.35
04-Sep-2020,747,758.4,743.55,748.2,2954870,0.16
03-Sep-2020,739.95,762,733.1,759.55,4606252,2.65
02-Sep-2020,730.15,745.75,728.15,735.2,3467486,0.69
01-Sep-2020,739,752.6,722.7,727.85,3563913,-1.51
31-Aug-2020,759.7,774.7,732.1,741,7224585,-2.46
28-Aug-2020,741,758.35,740,752.35,4223382,1.53
27-Aug-2020,735,746.35,732.45,735.6,3207128,0.08
26-Aug-2020,740.95,741,727,732.85,3157124,-1.09
25-Aug-2020,727,740.35,714.35,738.6,4586918,1.60
24-Aug-2020,734.95,734.95,719.25,722.5,2385907,-1.69
21-Aug-2020,731,736.65,730,732.6,4207709,0.22
20-Aug-2020,720,732,716.2,726.4,6610632,0.89
19-Aug-2020,715,729,709,726.7,6507682,1.64
18-Aug-2020,725,728,710.2,713.05,4752247,-1.65
17-Aug-2020,704.8,724.4,698.65,721.05,7657252,2.31
14-Aug-2020,692,711,692,695.9,6476600,0.56
13-Aug-2020,695.9,705.8,684.3,697.05,7108877,0.17
12-Aug-2020,675,694,672.65,692.05,4355483,2.53
11-Aug-2020,690.1,693.95,672.1,674.8,4331864,-2.22
10-Aug-2020,668,687.35,662.7,681.85,5362306,2.07
07-Aug-2020,657.75,668,654.4,662.45,3823898,0.71
06-Aug-2020,656,666.85,649.15,660.35,8644011,0.66
05-Aug-2020,655,661.5,642.55,648.55,5139376,-0.98
04-Aug-2020,675,676.65,650.2,652.65,5559111,-3.31
03-Aug-2020,685.95,686.95,669.55,673.6,3092997,-1.80
31-Jul-2020,678.45,685.45,673.5,681.65,3114816,0.47
30-Jul-2020,680,687.35,669.55,674.75,5126995,-0.77
29-Jul-2020,686.95,695.25,671,676.4,5436739,-1.54
28-Jul-2020,670,702.75,667,684.35,23296517,2.14
27-Jul-2020,657,671.75,642.8,664.55,11522408,1.15
24-Jul-2020,632.5,655.4,625.25,652.6,12277458,3.18
23-Jul-2020,612.95,634.6,607,632.45,5038614,3.18
22-Jul-2020,618,626.45,611.55,617.95,2879839,-0.01
21-Jul-2020,630,631.8,615.35,620.7,4218958,-1.48
20-Jul-2020,603.85,625.95,598.5,622.85,5461611,3.15
17-Jul-2020,604.35,604.35,590.2,599.7,3307397,-0.77
16-Jul-2020,627,638.95,588.1,599.4,13010078,-4.40
15-Jul-2020,604,630,602,615.3,11907668,1.87
14-Jul-2020,594.95,603.8,592.55,598.3,5525648,0.56
13-Jul-2020,571.95,601.8,570.5,600.05,11008262,4.91
10-Jul-2020,572,572,561.35,569,3959576,-0.52
09-Jul-2020,583.45,587.7,572.05,577.3,2498149,-1.05
08-Jul-2020,589.95,593.9,576.1,583.45,3391025,-1.10
07-Jul-2020,583.85,592.5,577.1,586.85,5126702,0.51
06-Jul-2020,574.95,588,573.05,581.55,4909648,1.15
03-Jul-2020,565.9,572.25,561.05,567.2,4007492,0.23
02-Jul-2020,549.9,562.5,542.5,560.85,5966758,1.99
01-Jul-2020,544,547.35,536.05,545.9,3662565,0.35
30-Jun-2020,547,548.9,541.55,543.4,2357985,-0.66
29-Jun-2020,558.9,558.9,539.2,541.55,3304988,-3.10
26-Jun-2020,555.5,574.95,552.6,560.85,5289122,0.96
25-Jun-2020,558,565.6,552.05,554.15,2386985,-0.69
24-Jun-2020,558.8,566,554.4,560.95,3500487,0.38
23-Jun-2020,548,560.1,544.55,558.8,4438916,1.97
22-Jun-2020,541.9,553.25,538.3,548.5,4352631,1.22
19-Jun-2020,538.5,542.95,531.9,538.85,5570402,0.06
18-Jun-2020,535.05,540,531,535.9,2658699,0.16
17-Jun-2020,531,545,528.4,535.55,6139354,0.86
16-Jun-2020,556.95,556.95,531.15,533.3,4262601,-4.25
15-Jun-2020,557,560.5,543.4,548.8,3944764,-1.47
12-Jun-2020,550,561.9,550,554.7,3603893,0.85
11-Jun-2020,591,591,564.75,571.85,3378491,-3.24
10-Jun-2020,591.5,596.9,582.5,590.5,3439145,-0.17
09-Jun-2020,594,605.35,585,586.2,5665593,-1.31
08-Jun-2020,585.8,599.45,580.1,590,4791171,0.72
05-Jun-2020,588,593.55,575,579.85,6207097,-1.39
04-Jun-2020,557,585,555.65,582.1,10915377,4.51
03-Jun-2020,554,565.5,550,553.25,4942025,-0.14
02-Jun-2020,543.6,548.35,538,547.5,3879118,0.72
01-Jun-2020,538.5,554.8,537.05,543.55,4914055,0.94
29-May-2020,529.9,535.65,524.45,530.45,4081553,0.10
28-May-2020,528,531.85,517.15,529.7,3387687,0.32
27-May-2020,521.65,526,512.05,523.75,2265985,0.40
26-May-2020,533,540.75,518.85,520.45,2719798,-2.35
22-May-2020,517.1,531,515.1,529.65,4254552,2.43
21-May-2020,519.95,521.5,510.05,520.05,2540109,0.02
20-May-2020,515,524.8,510.7,519.2,2772990,0.82
19-May-2020,510,519.7,503.3,512.6,3041594,0.51
18-May-2020,511.5,515,501.5,504.05,3283983,-1.46
15-May-2020,520,520,507.4,510.55,3628560,-1.82
14-May-2020,532.4,535,513.95,515.7,6148509,-3.14
13-May-2020,542,549.75,531.4,544.75,3296409,0.51
12-May-2020,525,539.5,525,533.25,5692069,1.57
11-May-2020,541.5,543.8,527.2,530.2,4272574,-2.09
08-May-2020,526.9,538.6,519.2,536.2,6016245,1.77
07-May-2020,508,525.85,506.35,516.35,6799899,1.64
06-May-2020,503.75,509.1,490,506.85,3781586,0.62
05-May-2020,506,514,498.2,499.95,5717728,-1.20
04-May-2020,515,519.75,498,502.45,14814583,-2.44
30-Apr-2020,541,552.9,532.35,546.25,8932244,0.97
29-Apr-2020,525.95,536.9,522.1,528.7,6362006,0.52
28-Apr-2020,518,528.5,515.55,520.4,4972775,0.46
27-Apr-2020,511.7,519,506.5,511.7,4032708,0.00
24-Apr-2020,522,532.6,502.1,503.45,4817932,-3.55
23-Apr-2020,519,527.85,509.3,523.7,6096448,0.91
22-Apr-2020,512,521.9,507.05,518.3,2268503,1.23
21-Apr-2020,511,520,505.9,512.95,2950307,0.38
20-Apr-2020,517.95,531.9,512,524.85,4549099,1.33
17-Apr-2020,529.1,532,500,509.85,10839905,-3.64
16-Apr-2020,527,530,508.35,517.65,7001494,-1.77
15-Apr-2020,528,548.6,528,538.65,6316300,2.02
13-Apr-2020,551,551,521.75,526.85,3822647,-4.38
09-Apr-2020,570,582.7,537.55,545.25,5917546,-4.34
08-Apr-2020,539.95,569.8,537,558.9,4113059,3.51
07-Apr-2020,536.5,557.65,535.75,549.85,3532484,2.49
03-Apr-2020,513.75,533.15,510.1,520.9,5826215,1.39
01-Apr-2020,560,560.3,510,511.2,4114437,-8.71
31-Mar-2020,537,575.25,527.85,565.5,3652957,5.31
30-Mar-2020,494,532.35,485.65,526.8,4138338,6.64
27-Mar-2020,525,538.8,498,504.1,4672189,-3.98
26-Mar-2020,539.35,564.9,513,515.2,5979874,-4.48
25-Mar-2020,509,542.85,507.05,526.7,3664272,3.48
24-Mar-2020,487,533.95,487,503.5,4082147,3.39
23-Mar-2020,540,542,471.4,487.2,2912769,-9.78
20-Mar-2020,525.1,595.45,525.1,576.35,6316078,9.76
19-Mar-2020,549.65,577.65,523,530,4932164,-3.58
18-Mar-2020,600,611.25,570.65,579.65,3548532,-3.39
17-Mar-2020,600,617.95,583.3,595.45,3333751,-0.76
16-Mar-2020,634.8,634.8,591,603.4,6499358,-4.95
13-Mar-2020,603.25,670,525.9,655.95,4553639,8.74
12-Mar-2020,676,690,637.1,649.85,3796969,-3.87
11-Mar-2020,681,713.9,666,708.55,4626235,4.05
09-Mar-2020,715,730,696.55,704.8,3429034,-1.43
06-Mar-2020,746.1,749.75,731.4,740.4,2004893,-0.76
05-Mar-2020,769.95,784,752.35,756.1,2126955,-1.80
04-Mar-2020,754,774.85,748,771.3,2685540,2.29
03-Mar-2020,750,757.65,742.1,752.3,2168900,0.31
02-Mar-2020,742,754.45,734.4,744.55,3784522,0.34
28-Feb-2020,789.8,808,732.05,744.4,5959364,-5.75
27-Feb-2020,807,819.7,800.2,809.15,1907768,0.27
26-Feb-2020,820,825.5,808.2,811.45,2212784,-1.04
25-Feb-2020,822,826.8,809.05,822.1,2479975,0.01
24-Feb-2020,828.95,843.9,815.75,820.1,2917544,-1.07
20-Feb-2020,840.15,845.9,826.95,829.6,1066232,-1.26
19-Feb-2020,839,844.85,836.05,840.9,881874,0.23
18-Feb-2020,825.35,840,825.35,838.8,1507814,1.63
17-Feb-2020,835.95,837,827.45,833.25,793328,-0.32
14-Feb-2020,827,838,825.05,834.15,2143044,0.86
13-Feb-2020,822.8,830,814.35,828,1737974,0.63
12-Feb-2020,820,826.45,816.8,821.5,1394424,0.18
11-Feb-2020,813,821.85,811.05,819.95,1143705,0.85
10-Feb-2020,827,827.1,811.5,813.65,1098971,-1.61
07-Feb-2020,817.7,825.45,814.25,824.45,1397438,0.83
06-Feb-2020,812.7,825.95,810.05,817.7,1553656,0.62
05-Feb-2020,810,816,807,814.05,1613898,0.50
04-Feb-2020,794.3,813,794.3,811.1,1779834,2.12
03-Feb-2020,808,818.7,790.5,793.15,3383074,-1.84
01-Feb-2020,796.95,812,765.7,807.55,6476968,1.33
31-Jan-2020,796.85,802.5,783,796.6,3081521,-0.03
30-Jan-2020,805.6,807.95,784,791.35,2493688,-1.77
29-Jan-2020,796.9,807.2,793.55,804.15,2565136,0.91
28-Jan-2020,792.5,795.75,784.6,794.25,1506685,0.22
27-Jan-2020,786,796.25,779.65,791.5,1175606,0.70
24-Jan-2020,765.1,788.75,763.3,787.3,2364265,2.90
23-Jan-2020,777.25,780.45,766.9,768.95,2018777,-1.07
22-Jan-2020,780,790.45,776.2,778.75,1192201,-0.16
21-Jan-2020,777.25,783.4,775,778.9,976954,0.21
20-Jan-2020,778.5,785.45,774.55,778.2,1620105,-0.04
17-Jan-2020,783.5,786.75,775.5,778.45,989312,-0.64
16-Jan-2020,793,795.7,781.1,782.85,1110008,-1.28
15-Jan-2020,796.15,803.65,788.5,795.15,1759644,-0.13
14-Jan-2020,785.85,797.8,783.7,796.25,1628535,1.32
13-Jan-2020,779.9,788.7,775.05,785.85,1393509,0.76
10-Jan-2020,779,781.9,772.45,776.25,1105725,-0.35
09-Jan-2020,770.5,776.45,762.2,773.65,1678891,0.41
08-Jan-2020,770.1,784.9,767.1,769.8,2596664,-0.04
07-Jan-2020,770,778.5,760.6,777.1,1937143,0.92
06-Jan-2020,774.85,778.8,768.15,770.4,1734439,-0.57
03-Jan-2020,766,779.9,763.55,775.1,2121704,1.19
02-Jan-2020,762.1,769.15,761,766.05,1133488,0.52
01-Jan-2020,766,766.8,760.35,762.1,746371,-0.51
31-Dec-2019,780.05,780.95,760,762.3,3004887,-2.28
30-Dec-2019,782.7,784.85,779.1,782.7,1055528,0.00
27-Dec-2019,771,781.4,769.1,780.2,1363474,1.19
26-Dec-2019,771,779.05,768.05,770.4,1276520,-0.08
24-Dec-2019,776,777.95,767.6,772.05,1413973,-0.51
23-Dec-2019,778.6,787.4,774.95,775.95,1887292,-0.34
20-Dec-2019,784.05,787.7,778,783.35,2092547,-0.09
19-Dec-2019,790,790,778.1,782.75,2099931,-0.92
18-Dec-2019,780.1,794,780.1,786.65,5676894,0.84
17-Dec-2019,775.55,782,772.6,777.35,2421510,0.23
16-Dec-2019,762.7,784,759,773.3,5810893,1.39
13-Dec-2019,758.95,763.95,748.25,761.85,2019424,0.38
12-Dec-2019,761,766,752.5,756.45,1184008,-0.60
11-Dec-2019,741,760,741,757.95,1644499,2.29
10-Dec-2019,749.95,749.95,737.3,744.95,1582428,-0.67
09-Dec-2019,759.45,759.45,746.5,750.35,1435556,-1.20
06-Dec-2019,763.2,771.35,755.55,757.5,1092422,-0.75
05-Dec-2019,755,766.75,752.1,764.9,2475102,1.31
04-Dec-2019,746.9,761.5,743.55,758.8,1870954,1.59
03-Dec-2019,748.05,756.7,743.3,746.25,1838085,-0.24
02-Dec-2019,758.1,759.9,732.3,748.45,4333335,-1.27
29-Nov-2019,766,772.35,758.4,761.45,1236902,-0.59
28-Nov-2019,765.15,772.1,762,766.25,1096867,0.14
27-Nov-2019,762.85,769.55,757.35,767.55,1369944,0.62
26-Nov-2019,766,767.85,756.3,763.6,2968850,-0.31
25-Nov-2019,754.2,765.7,750.85,763.55,1837243,1.24
22-Nov-2019,765,765,742.8,754.2,1819912,-1.41
21-Nov-2019,775,780,762.8,765.15,2102137,-1.27
20-Nov-2019,764.9,773,755.95,771.4,2343750,0.85
19-Nov-2019,754,766,752,763.15,2725437,1.21
18-Nov-2019,752,758.3,747.5,751.8,2216434,-0.03
15-Nov-2019,758.35,763.25,749.3,751.95,1787358,-0.84
14-Nov-2019,756,763.5,748.3,758.35,2564424,0.31
13-Nov-2019,768,773.8,746,757.05,2434874,-1.43
11-Nov-2019,769.95,774.5,768.05,770.4,1345883,0.06
08-Nov-2019,772,777.85,770.3,771.35,2368591,-0.08
07-Nov-2019,775,775,765.05,769.7,2060900,-0.68
06-Nov-2019,784,784,767.6,771.9,9486591,-1.54
05-Nov-2019,772,775.55,764.8,773.25,3303839,0.16
04-Nov-2019,760.45,777.6,753.45,769.5,4936914,1.19
01-Nov-2019,740.9,764,740,760.45,4136257,2.64
31-Oct-2019,754.95,759.35,736.6,739,4178139,-2.11
30-Oct-2019,762,764.8,745.55,754.4,2232609,-1.00
29-Oct-2019,728,763,725.1,754.75,3292048,3.67
28-Oct-2019,723,737.4,718.5,726.75,194215,0.52
25-Oct-2019,730.9,730.9,701.2,720.95,2785014,-1.36
24-Oct-2019,730,745,724.4,726.35,2888332,-0.50
23-Oct-2019,717.65,734.4,716.35,726.6,2143330,1.25
22-Oct-2019,727.4,732,714.3,717.65,2825230,-1.34
18-Oct-2019,724.45,737.75,722.7,734.2,2907649,1.35
17-Oct-2019,725,731,715.95,724.35,2177984,-0.09
16-Oct-2019,720.1,729.75,717.7,727.7,2114943,1.06
15-Oct-2019,724,729,719,720.5,1482881,-0.48
14-Oct-2019,721,728.65,717.45,720.75,1871571,-0.03
11-Oct-2019,701.3,723.9,697.5,721.45,3785425,2.87
10-Oct-2019,708.05,718.85,703.5,711.3,1507268,0.46
09-Oct-2019,702.8,713.9,701.85,711.05,1115851,1.17
07-Oct-2019,708.15,716.8,700.7,704.8,2578403,-0.47
04-Oct-2019,705,713.8,702.55,708.15,2273166,0.45
03-Oct-2019,705.25,717.75,692.55,702.5,2111319,-0.39
01-Oct-2019,715,715,700,704.95,1709480,-1.41
30-Sep-2019,704.5,716.6,696.2,714.5,2136186,1.42
27-Sep-2019,710,718.65,702.05,704.3,2434719,-0.80
26-Sep-2019,705.45,716,701.8,713.7,3300104,1.17
25-Sep-2019,704.05,709.95,698,705.9,3512690,0.26
24-Sep-2019,686.05,705.9,683.7,703.85,3128057,2.59
23-Sep-2019,703,704.95,675.1,682.8,2256769,-2.87
20-Sep-2019,701.3,716.2,696.05,700.85,3394351,-0.06
19-Sep-2019,715.7,715.7,700,703.35,1570183,-1.73
18-Sep-2019,710,718.1,701.9,716.75,1666369,0.95
17-Sep-2019,719.9,719.9,699.15,705.95,2948429,-1.94
16-Sep-2019,710.1,723.25,710.1,719.45,2500556,1.32
13-Sep-2019,705.25,711.3,701,709.5,1073430,0.60
12-Sep-2019,701.1,709.2,694,705.55,3282740,0.63
11-Sep-2019,718,723.25,701.25,703.7,2702792,-1.99
09-Sep-2019,723,723,710,712.9,1754023,-1.40
06-Sep-2019,716.35,734.45,716.35,721.75,10663234,0.75
05-Sep-2019,710,710,691.05,695.45,2019839,-2.05
04-Sep-2019,705,709.75,692.2,703.25,2027768,-0.25
03-Sep-2019,698,716.9,698,704.5,5044667,0.93
30-Aug-2019,693,700.7,675.85,693.65,3067856,0.09
29-Aug-2019,684.15,694,681,691.15,2789979,1.02
28-Aug-2019,676,693.45,676,690.2,2749273,2.10
27-Aug-2019,689.85,689.85,673.2,676.35,3160545,-1.96
26-Aug-2019,689.8,693,670.2,691.15,1767289,0.20
23-Aug-2019,684.25,694.4,679.4,683.85,7015461,-0.06
22-Aug-2019,672.65,684,668.1,682.75,3353812,1.50
21-Aug-2019,670,675,669.3,672.8,2106655,0.42
20-Aug-2019,674,680,664.65,668.9,3913608,-0.76
19-Aug-2019,662,674.4,661.5,670.35,2871173,1.26
16-Aug-2019,656.9,661,646.15,659,3067796,0.32
14-Aug-2019,639.05,662.5,638.9,659.1,2627043,3.14
13-Aug-2019,661.1,662.5,636,639.15,2716622,-3.32
09-Aug-2019,679,680.75,659.75,663.35,3743407,-2.30
08-Aug-2019,674,683.9,665,680.2,2708834,0.92
07-Aug-2019,671.8,678.5,670.3,674.45,3239880,0.39
06-Aug-2019,650.1,679.85,650.1,670.6,7226321,3.15
05-Aug-2019,631.15,651.05,625.3,648.05,3140140,2.68
02-Aug-2019,625,639.1,618.4,636.15,2172845,1.78
01-Aug-2019,632.05,633.45,619,625.65,3982949,-1.01
31-Jul-2019,629,639.8,607.15,636.25,9651731,1.15
30-Jul-2019,645,650.3,633.15,640.25,2882913,-0.74
29-Jul-2019,641,654.65,641,646.3,2524484,0.83
26-Jul-2019,649.7,651,641.05,643.5,1637706,-0.95
25-Jul-2019,647.8,657.65,641.5,652.5,2751865,0.73
24-Jul-2019,670.35,679.8,651.45,660.45,3060459,-1.48
23-Jul-2019,673.25,675.55,665.75,671.2,1462269,-0.30
22-Jul-2019,671,679,670,671.95,1286218,0.14
19-Jul-2019,687.2,691.5,664.4,675.05,2005513,-1.77
18-Jul-2019,687.35,694.25,680.1,687.2,2984256,-0.02
17-Jul-2019,675.95,695.5,673.05,690.8,3271680,2.20
16-Jul-2019,680,681.6,670.5,675.95,2015642,-0.60
15-Jul-2019,675,680.7,665.85,677.9,1883164,0.43
12-Jul-2019,665,672.9,663,665.8,1792810,0.12
11-Jul-2019,676.7,676.7,658.4,665.7,3449721,-1.63
10-Jul-2019,671.05,684.8,668,674.85,2468773,0.57
09-Jul-2019,681,684,668.6,675.9,2180104,-0.75
08-Jul-2019,680,685.75,665.5,680.35,2293102,0.05
05-Jul-2019,700.5,703,678.3,681.1,2813644,-2.77
04-Jul-2019,701.4,706.75,697,700.6,2838357,-0.11
03-Jul-2019,713,713.45,698.5,701.1,2040614,-1.67
02-Jul-2019,702.05,713,700.25,711.65,2432132,1.37
01-Jul-2019,709.7,711.2,702.35,704.65,2073961,-0.71
28-Jun-2019,706.9,715,704.1,706.6,3421172,-0.04
27-Jun-2019,715.5,719,691.65,701.95,8567309,-1.89
26-Jun-2019,721.3,730.85,716.4,718.1,2781711,-0.44
25-Jun-2019,727,728.15,720,724.35,1451025,-0.36
24-Jun-2019,738,738,727,728.25,1242655,-1.32
21-Jun-2019,729,744,726.5,740.45,7280809,1.57
20-Jun-2019,722,731,717.85,725.55,4139025,0.49
19-Jun-2019,742,744.3,729.55,735.6,1945921,-0.86
18-Jun-2019,737.9,744.4,736.05,741.55,1645116,0.49
17-Jun-2019,740,743.15,734.05,736.55,1333739,-0.47
14-Jun-2019,744,746.65,735.3,740.25,1348083,-0.50
13-Jun-2019,744,752.7,738.5,744.1,2385606,0.01
12-Jun-2019,762,764.3,743.3,747.95,3056823,-1.84
11-Jun-2019,770,770.75,759.25,762.1,2069998,-1.03
10-Jun-2019,755.45,769.35,754.05,768.2,2539412,1.69
07-Jun-2019,738.1,752.7,729.4,750.75,1569343,1.71
06-Jun-2019,748.3,749.3,733.9,738,3225967,-1.38
04-Jun-2019,756.3,762.7,746.8,748.3,2332547,-1.06
03-Jun-2019,763.9,763.9,749,757.6,2826290,-0.82
31-May-2019,740,763.8,738.15,760.35,5503111,2.75
30-May-2019,741.5,746,732.95,735,3367426,-0.88
29-May-2019,736.95,748.25,733.65,738.85,2058402,0.26
28-May-2019,727,746.75,727,737.15,5583587,1.40
27-May-2019,737,738,719.5,726.05,3672605,-1.49
24-May-2019,749.9,749.9,732.05,735.85,3591853,-1.87
23-May-2019,760,761.35,740.55,743.3,3764857,-2.20
22-May-2019,758,767.35,744.2,749.95,5888740,-1.06
21-May-2019,780,784.8,768.1,773.05,1669926,-0.89
20-May-2019,790,790,763,779.35,3754370,-1.35
17-May-2019,793,793,776.55,784.85,1608854,-1.03
16-May-2019,788.65,794.75,781.35,789.35,1233818,0.09
15-May-2019,791,798.4,785.55,790.3,1662095,-0.09
14-May-2019,818.8,818.8,786.6,790.05,2701861,-3.51
13-May-2019,811.6,825.7,809.2,817.3,3719275,0.70
10-May-2019,810.4,813.4,800.4,808.4,1429055,-0.25
09-May-2019,801,814.75,799.2,809.65,2024710,1.08
08-May-2019,813,814.1,799.6,802.3,1270071,-1.32
07-May-2019,822,824.3,809.7,814.65,1810222,-0.89
06-May-2019,810,825.5,810,820.15,1247845,1.25
03-May-2019,830,834.45,813,817.4,2329144,-1.52
02-May-2019,834.9,846.5,829.1,837,3241791,0.25
30-Apr-2019,825.95,838,823.1,836.1,2783771,1.23
26-Apr-2019,816.5,826.85,816.5,823.25,1996703,0.83
25-Apr-2019,820,827,813.45,816.5,5447101,-0.43
24-Apr-2019,807,820,806,818.75,2710117,1.46
23-Apr-2019,806.5,807.95,800.05,804.95,1214892,-0.19
22-Apr-2019,800.7,810.8,798.8,805.35,1833972,0.58
18-Apr-2019,804,809,798.1,800.35,6307643,-0.45
16-Apr-2019,799,804.7,795.15,798.1,1868910,-0.11
15-Apr-2019,785.35,799.4,785,797.2,3317405,1.51
12-Apr-2019,779,786.35,774.55,785.35,3162714,0.82
11-Apr-2019,790.4,795.75,778.6,780.95,1854222,-1.20
10-Apr-2019,786.05,798.95,786,790.25,2497013,0.53
09-Apr-2019,790.35,797.7,787.3,789.5,2128462,-0.11
08-Apr-2019,779.7,790,773.4,787.15,1368825,0.96
05-Apr-2019,779,787.1,774.5,777.25,1367411,-0.22
04-Apr-2019,777.9,781.75,767.25,774.5,1751584,-0.44
03-Apr-2019,792.45,793.35,776.25,777.7,1467406,-1.86
02-Apr-2019,790.95,794,785.05,792.45,2596840,0.19
01-Apr-2019,782.85,794.8,779,785.5,3433947,0.34
29-Mar-2019,778.95,781.95,771,775.9,2455461,-0.39
28-Mar-2019,770,782,768.05,771.7,3908706,0.22
27-Mar-2019,771,773,761.6,764.95,3893738,-0.78
26-Mar-2019,790.2,791.9,768.15,770.75,3169827,-2.46
25-Mar-2019,792,795.45,786.4,789.6,1861646,-0.30
22-Mar-2019,794.5,798,783.2,788.75,2815749,-0.72
20-Mar-2019,797,806.2,787.3,789.85,3331375,-0.90
19-Mar-2019,793.5,797.45,783.25,794.65,2413153,0.14
18-Mar-2019,804.95,805.7,782.25,788.6,3379301,-2.03
15-Mar-2019,794,807.5,787,799.3,3854238,0.67
14-Mar-2019,792.1,795,775,788.45,3112666,-0.46
13-Mar-2019,808.9,816,788,789.95,4815576,-2.34
12-Mar-2019,811,813.75,801.15,804.7,2793702,-0.78
11-Mar-2019,812,814.4,803,807.15,2699806,-0.60
08-Mar-2019,810.2,813.5,802.6,811.35,1437045,0.14
07-Mar-2019,823.55,825.45,806.25,808.25,2306250,-1.86
06-Mar-2019,812,829.7,812,823.55,3999053,1.42
05-Mar-2019,822.5,824.7,808.05,810,4927644,-1.52
01-Mar-2019,831,836.5,829.1,831.8,3820707,0.10
28-Feb-2019,833,838.4,825,830.15,6409662,-0.34
27-Feb-2019,836.4,837.95,820.6,825.6,3703224,-1.29
26-Feb-2019,825,838.4,820.6,833.3,3319590,1.01
25-Feb-2019,826,826,826,826,1242783,0.00
25-Feb-2019,830.2,832.9,822.5,830.65,2881535,0.05
22-Feb-2019,824.9,829.75,818.1,826,4789937,0.13
21-Feb-2019,814,840,809.1,820.65,14193982,0.82
20-Feb-2019,794.05,816.25,785.25,812.4,3340240,2.31
19-Feb-2019,807,809,788.85,791,2372030,-1.98
18-Feb-2019,799.65,799.65,799.65,799.65,5142366,0.00
18-Feb-2019,815,822,800.5,803.45,3851335,-1.42
15-Feb-2019,804.8,804.8,777.25,799.65,4312334,-0.64
14-Feb-2019,805.8,811.75,800.4,805.9,2464657,0.01
13-Feb-2019,805,811.1,797.8,809.7,2032331,0.58
12-Feb-2019,809.9,814.9,796.45,805.15,2416559,-0.59
11-Feb-2019,805.55,805.55,805.55,805.55,530337,0.00
11-Feb-2019,809,813.9,804,809.4,2541742,0.05
08-Feb-2019,800,818,800,805.55,5242725,0.69
07-Feb-2019,809,816.2,798.1,805,4966655,-0.49
06-Feb-2019,784,814.5,774,811.35,14860848,3.49
05-Feb-2019,752,760,740.2,751,2446263,-0.13
04-Feb-2019,749,752.25,736.6,749.15,1518373,0.02
01-Feb-2019,732.95,750.6,728,746.6,2260029,1.86
31-Jan-2019,718,736.7,718,731.9,3253640,1.94
30-Jan-2019,732,733.4,711.75,714.6,2139900,-2.38
29-Jan-2019,735.2,742.4,721.4,731.5,3100457,-0.50
28-Jan-2019,732.2,738,721.15,735.15,1804582,0.40
25-Jan-2019,732,735.2,724,729.05,2528541,-0.40
24-Jan-2019,724,730,716.5,727.75,1849102,0.52
23-Jan-2019,714,725.9,711,720.7,1965283,0.94
22-Jan-2019,714,720,701.8,714.2,2839669,0.03
21-Jan-2019,710.35,721.4,709,713.9,2586962,0.50
18-Jan-2019,705,714.2,702.35,709.15,1888004,0.59
17-Jan-2019,699.5,709.1,696,705.55,1434040,0.86
16-Jan-2019,705,705,697,699.9,1922647,-0.72
15-Jan-2019,682.95,710.8,682.05,706.25,2491520,3.41
14-Jan-2019,703,703.1,676.9,679.85,1558602,-3.29
11-Jan-2019,694,701.25,687,699.2,1849817,0.75
10-Jan-2019,695,696.95,689.15,694.55,1454656,-0.06
09-Jan-2019,694.2,701.4,684,693.7,2183998,-0.07
08-Jan-2019,688,692.4,685.2,689.85,1300906,0.27
07-Jan-2019,685,690.85,682.55,687.5,1885000,0.36
04-Jan-2019,694.45,697.05,672.5,681.1,3926171,-1.92
03-Jan-2019,715.05,716,685.25,691.25,3558015,-3.33
02-Jan-2019,719.15,729.7,709.25,712.05,2576769,-0.99
01-Jan-2019,715,721.45,715,719.1,815535,0.57
31-Dec-2018,720,726.45,715.1,723.15,1814655,0.44
28-Dec-2018,710,718.4,710,714,1863654,0.56
27-Dec-2018,702,713.5,696.15,708.9,3018106,0.98
26-Dec-2018,695.9,697.9,686,693.55,1881689,-0.34
24-Dec-2018,699,704.9,690.6,697.9,1472565,-0.16
21-Dec-2018,710,713.5,693,695.75,2063928,-2.01
20-Dec-2018,702,717,702,707.75,1817880,0.82
19-Dec-2018,709,714.05,691.9,709.45,2702676,0.06
18-Dec-2018,715,716.55,704.2,709,1905592,-0.84
17-Dec-2018,712.5,722.5,711.5,719.75,1435014,1.02
14-Dec-2018,709.15,716.8,705.1,712.2,1982037,0.43
13-Dec-2018,706,713,697.1,709.3,2593714,0.47
12-Dec-2018,700,711.2,690.55,705.35,2355119,0.76
11-Dec-2018,690,708.9,685,695.3,3495336,0.77
10-Dec-2018,687,705,680.05,687.9,2334813,0.13
07-Dec-2018,698,703.95,685.15,694.25,2423892,-0.54
06-Dec-2018,724,724,690.6,696.4,3467903,-3.81
06-Dec-2018,711.05,739.9,711.05,726.85,4864922,2.22
06-Dec-2018,706.8,717.65,703.7,712.7,2410009,0.83
06-Dec-2018,706.8,717.65,703.7,712.7,2410009,0.83
06-Dec-2018,688.8,709.9,686.95,705.95,3292579,2.49
05-Dec-2018,706,706,685.25,687.5,2351937,-2.62
28-Nov-2018,701,705.9,692,697.5,2767316,-0.50
